Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,380370.0,527464.0,678038.0,707029.0,,1658870.0,2294184.0,,3117973.0
MontgomeryCurves,,,,725157.0,,,,2426202.0,,
BrainpoolCurvesT1,292541.0,380675.0,535338.0,,691527.0,1145138.0,1610714.0,,3089714.0,
BrainpoolCurvesR1,279479.0,357970.0,464843.0,,694334.0,1112363.0,1648311.0,,3114128.0,
EdwardsCurves,,,,1167234.0,,,,4110036.0,,
