Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,341492.14,539623.96,624308.72,608551.92,,1689540.26,2118279.48,,3027488.56
MontgomeryCurves,,,,860985.38,,,,2483204.08,,
BrainpoolCurvesT1,267759.4,357898.16,473785.48,,643805.64,1008463.02,1774264.16,,3243296.2,
BrainpoolCurvesR1,263539.38,346152.74,470798.54,,644736.02,1022480.34,1434659.38,,2677531.08,
EdwardsCurves,,,,1074120.76,,,,4942146.88,,
