Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,340736.38,545344.16,621333.9,601921.0,,1686697.34,2136920.66,,3015824.86
MontgomeryCurves,,,,872444.08,,,,2480667.38,,
BrainpoolCurvesT1,273174.3,368305.96,476107.2,,636010.44,976329.36,1769153.14,,3319216.26,
BrainpoolCurvesR1,266232.2,352886.0,467698.96,,648087.96,1051690.4,1439791.3,,2651193.12,
EdwardsCurves,,,,1096838.02,,,,4903174.74,,
