Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,368468.0,593504.0,691710.0,659544.0,,1620113.0,2285944.0,,3336174.0
MontgomeryCurves,,,,768919.0,,,,2289667.0,,
BrainpoolCurvesT1,310363.0,383666.0,506102.0,,639159.0,1129391.0,1611995.0,,3029960.0,
BrainpoolCurvesR1,279174.0,363646.0,550230.0,,733763.0,1126584.0,1661434.0,,3155449.0,
EdwardsCurves,,,,1249936.0,,,,4183827.0,,
