Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,33286.701,43605.624,51964.599,52709.478,,129611.039,173832.045,,253313.414
MontgomeryCurves,,,,53301.173,,,,177746.174,,
BrainpoolCurvesT1,21087.305,30149.266,40477.074,,52543.993,84257.286,131479.281,,245108.485,
BrainpoolCurvesR1,21567.241,29685.201,41159.012,,54232.949,84663.355,125834.032,,231379.631,
EdwardsCurves,,,,90572.816,,,,320478.125,,
