Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,30081.549,45660.731,53265.358,53295.684,,124392.688,176569.832,,253009.586
MontgomeryCurves,,,,54741.008,,,,185251.199,,
BrainpoolCurvesT1,21460.596,30510.057,41851.618,,56399.703,88865.903,129741.311,,247323.773,
BrainpoolCurvesR1,21566.188,30804.638,42452.078,,57879.346,91451.235,127801.97,,250550.952,
EdwardsCurves,,,,96983.184,,,,323346.754,,
