Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,953000.0,1293637.0,1676448.0,1521053.0,,3546439.0,5190539.0,,6988935.0
MontgomeryCurves,,,,1533444.0,,,,5276537.0,,
BrainpoolCurvesT1,650511.0,882566.0,1233396.0,,1566402.0,2454828.0,3779165.0,,7051374.0,
BrainpoolCurvesR1,625304.0,885557.0,1154660.0,,1631710.0,2307489.0,3594413.0,,7129925.0,
EdwardsCurves,,,,2690789.0,,,,9892797.0,,
