Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,15094.586,19894.665,26534.751,25464.742,,61968.503,88465.915,,118626.741
MontgomeryCurves,,,,25807.036,,,,89057.171,,
BrainpoolCurvesT1,10631.203,14867.056,20131.851,,25921.596,41220.967,62106.642,,122052.372,
BrainpoolCurvesR1,10601.213,14983.44,20894.208,,26413.611,41807.679,63327.105,,121322.996,
EdwardsCurves,,,,44994.505,,,,154031.729,,
