Curve Type,320,384,448,512,521
ShortWeierstrassCurves,,1846675.0,2518853.0,,3556326.0
MontgomeryCurves,,,2684747.0,,
BrainpoolCurvesT1,1269284.0,1920161.0,,3477408.0,
BrainpoolCurvesR1,1312619.0,1776607.0,,3527213.0,
EdwardsCurves,,,5136584.0,,
