Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,29930.193,41880.947,51702.521,52424.637,,126280.169,172077.053,,248363.923
MontgomeryCurves,,,,53329.09,,,,172486.506,,
BrainpoolCurvesT1,19553.708,30610.074,40428.161,,54565.384,83339.406,127043.913,,242562.681,
BrainpoolCurvesR1,21370.682,29008.121,42070.491,,52713.926,85614.674,125252.945,,244985.455,
EdwardsCurves,,,,96475.365,,,,325246.635,,
