Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,485228.0,590513.0,797727.0,781553.0,,1801509.0,2513055.0,,3564322.0
MontgomeryCurves,,,,845091.0,,,,2601190.0,,
BrainpoolCurvesT1,330627.0,460265.0,584349.0,,761716.0,1182920.0,2302484.0,,3646658.0,
BrainpoolCurvesR1,285461.0,459594.0,577269.0,,782530.0,1228391.0,1894832.0,,3546866.0,
EdwardsCurves,,,,3476737.0,,,,4480030.0,,
