Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,368347.0,692320.0,757078.0,850828.0,,1520443.0,2464105.0,,3561087.0
MontgomeryCurves,,,,780394.0,,,,2499017.0,,
BrainpoolCurvesT1,355162.0,456847.0,606199.0,,743223.0,1179440.0,2287836.0,,3408194.0,
BrainpoolCurvesR1,317565.0,430235.0,601072.0,,778746.0,1195859.0,1811031.0,,3421989.0,
EdwardsCurves,,,,1359189.0,,,,4638843.0,,
