Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,16795.784,21278.726,27504.977,27375.067,,61731.913,88166.482,,125960.203
MontgomeryCurves,,,,25588.444,,,,88542.357,,
BrainpoolCurvesT1,10711.891,15371.257,19857.195,,26816.769,41576.565,60882.011,,119737.346,
BrainpoolCurvesR1,10702.074,14865.863,20643.177,,25123.666,42030.361,63211.418,,118430.143,
EdwardsCurves,,,,44592.565,,,,162285.233,,
