Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,30026.938,41635.478,54486.097,52021.886,,121712.894,173440.864,,240844.539
MontgomeryCurves,,,,52638.157,,,,183236.917,,
BrainpoolCurvesT1,21111.678,30608.797,41730.19,,54089.388,84900.885,129429.639,,239819.156,
BrainpoolCurvesR1,20721.201,30484.005,39885.24,,53115.681,78646.006,126170.365,,237650.17,
EdwardsCurves,,,,92249.734,,,,323303.562,,
