Curve Type,320,384,448,512,521
ShortWeierstrassCurves,,3638114.0,5139696.0,,7105084.0
MontgomeryCurves,,,5506272.0,,
BrainpoolCurvesT1,3702139.0,3649771.0,,6826337.0,
BrainpoolCurvesR1,2442987.0,3598257.0,,7198101.0,
EdwardsCurves,,,8974220.0,,
