Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,14822.611,19994.876,26322.232,25575.211,,62405.107,90584.659,,121796.047
MontgomeryCurves,,,,27156.98,,,,86526.874,,
BrainpoolCurvesT1,10936.863,14439.538,19619.18,,26926.794,54219.965,87912.625,,122510.684,
BrainpoolCurvesR1,10446.982,15155.811,20042.06,,27215.955,42002.598,63429.693,,121318.741,
EdwardsCurves,,,,46505.28,,,,158366.011,,
