Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,18900.493,20159.29,27997.421,26212.679,,64633.742,88565.795,,123099.347
MontgomeryCurves,,,,28509.517,,,,90257.207,,
BrainpoolCurvesT1,11408.574,14690.217,19671.664,,27977.669,40459.643,61783.777,,119132.615,
BrainpoolCurvesR1,10659.443,14733.82,20417.217,,26956.974,41018.458,64652.136,,119821.936,
EdwardsCurves,,,,48321.463,,,,158419.42,,
