Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,14248.2,20002.642,27203.483,27298.863,,62684.85,88974.588,,124255.298
MontgomeryCurves,,,,25567.495,,,,88499.141,,
BrainpoolCurvesT1,10528.096,14581.269,20872.173,,26411.298,41928.88,63727.345,,119908.947,
BrainpoolCurvesR1,10290.548,15042.634,21632.751,,26778.42,42505.661,64389.679,,118674.423,
EdwardsCurves,,,,46246.373,,,,159937.828,,
