Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,723936.0,1029050.0,1511166.0,1606380.0,,3139030.0,5039782.0,,6500960.0
MontgomeryCurves,,,,1534053.0,,,,5099841.0,,
BrainpoolCurvesT1,589293.0,874571.0,1161680.0,,1551143.0,2500665.0,4404774.0,,7022748.0,
BrainpoolCurvesR1,610838.0,830565.0,1249875.0,,1493832.0,2440851.0,3584036.0,,7133160.0,
EdwardsCurves,,,,2782341.0,,,,9306190.0,,
