Curve Type,160,192,224,255,256,320,384,448,512,521
ShortWeierstrassCurves,,31762.653,42597.749,51420.653,53603.91,,122346.757,179121.698,,245755.745
MontgomeryCurves,,,,53053.713,,,,172598.0,,
BrainpoolCurvesT1,21053.645,28363.766,39514.012,,54581.33,82438.986,124158.031,,244019.98,
BrainpoolCurvesR1,21100.323,28958.86,39626.448,,54348.025,82364.188,123325.789,,240634.752,
EdwardsCurves,,,,91521.865,,,,312772.07,,
